event,fighter_1,fighter_2,result,event_id,cc_match,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC Live: Sanchez vs Kampmann,Brian Bowles,Damacio Page,win,171,1579,1000.0,1000.0,1020.0,980.0
UFC Live: Sanchez vs Kampmann,Chris Weidman,Alessio Sakara,win,171,1580,1000.0,1045.92,1022.63,1023.29
UFC Live: Sanchez vs Kampmann,Mark Munoz,CB Dollaway,win,171,1581,1047.96,1057.38,1068.5,1036.84
UFC Live: Sanchez vs Kampmann,Diego Sanchez,Martin Kampmann,win,171,1582,1109.77,1070.42,1127.51,1052.68
UFC 128: Shogun vs Jones,Erik Koch,Raphael Assuncao,win,172,1583,1000.0,1000.0,1020.0,980.0
UFC 128: Shogun vs Jones,Nick Catone,Constantinos Philippou,win,172,1584,1000.11,1000.0,1020.1,980.01
UFC 128: Shogun vs Jones,Joseph Benavidez,Ian Loveland,win,172,1585,1000.0,1020.0,1021.15,998.85
UFC 128: Shogun vs Jones,Gleison Tibau,Kurt Pellegrino,win,172,1586,1039.43,1060.4,1060.64,1039.19
UFC 128: Shogun vs Jones,Mike Pyle,Ricardo Almeida,win,172,1587,1025.81,1052.5,1047.34,1030.97
UFC 128: Shogun vs Jones,Edson Barboza,Anthony Njokuani,win,172,1588,1020.0,1000.0,1038.85,981.15
UFC 128: Shogun vs Jones,Luiz Cane,Eliot Marshall,win,172,1589,998.58,1036.89,1020.78,1014.69
UFC 128: Shogun vs Jones,Brendan Schaub,Mirko Filipovic,win,172,1590,1041.66,1009.39,1059.81,991.24
UFC 128: Shogun vs Jones,Nate Marquardt,Dan Miller,win,172,1591,1088.32,1034.3,1105.24,1017.38
UFC 128: Shogun vs Jones,Jim Miller,Kamal Shalorus,win,172,1592,1130.64,1000.0,1143.46,987.18
UFC 128: Shogun vs Jones,Urijah Faber,Eddie Wineland,win,172,1593,1000.0,1000.0,1020.0,980.0
UFC 128: Shogun vs Jones,Jon Jones,Mauricio Rua,win,172,1594,1102.97,1047.6,1119.81,1030.76
UFC Fight Night: Nogueira vs Davis,Nik Lentz,Waylon Lowe,win,173,1595,1069.18,1021.95,1086.48,1004.65
UFC Fight Night: Nogueira vs Davis,Aaron Simpson,Mario Miranda,win,173,1596,1017.53,986.72,1035.76,968.49
UFC Fight Night: Nogueira vs Davis,Johny Hendricks,TJ Waldburger,win,173,1597,1055.85,1020.0,1073.79,1002.06
UFC Fight Night: Nogueira vs Davis,Christian Morecraft,Sean McCorkle,win,173,1598,981.21,1001.14,1002.36,979.99
UFC Fight Night: Nogueira vs Davis,Michael McDonald,Edwin Figueroa,win,173,1599,1000.0,1000.0,1020.0,980.0
UFC Fight Night: Nogueira vs Davis,John Hathaway,Kris McCray,win,173,1600,1055.71,961.15,1070.4,946.46
UFC Fight Night: Nogueira vs Davis,Mackens Semerzier,Alex Caceres,win,173,1601,1000.0,1000.0,1020.0,980.0
UFC Fight Night: Nogueira vs Davis,Mike Russow,Jon Madsen,win,173,1602,1041.29,1069.49,1062.91,1047.87
UFC Fight Night: Nogueira vs Davis,Chan Sung Jung,Leonard Garcia,win,173,1603,1000.0,1005.12,1020.29,984.83
UFC Fight Night: Nogueira vs Davis,Amir Sadollah,DaMarques Johnson,win,173,1604,1037.06,1022.62,1056.23,1003.45
UFC Fight Night: Nogueira vs Davis,Anthony Johnson,Dan Hardy,win,173,1605,1039.28,1053.08,1060.07,1032.29
UFC Fight Night: Nogueira vs Davis,Phil Davis,Rogerio Nogueira,win,173,1606,1074.56,1025.11,1091.73,1007.94
UFC 129: St-Pierre vs Shields,Pablo Garza,Yves Jabouin,win,174,1607,1020.0,1000.0,1038.85,981.15
UFC 129: St-Pierre vs Shields,John Makdessi,Kyle Watson,win,174,1608,1018.93,1020.0,1038.99,999.94
UFC 129: St-Pierre vs Shields,Jason MacDonald,Ryan Jensen,win,174,1609,982.72,954.78,1001.12,936.38
UFC 129: St-Pierre vs Shields,Ivan Menjivar,Charlie Valencia,win,174,1610,980.27,1000.0,1001.4,978.87
UFC 129: St-Pierre vs Shields,Claude Patrick,Daniel Roberts,win,174,1611,1038.96,1041.85,1059.13,1021.68
UFC 129: St-Pierre vs Shields,Jake Ellenberger,Sean Pierson,win,174,1612,1044.17,1024.07,1063.01,1005.23
UFC 129: St-Pierre vs Shields,Rory MacDonald,Nate Diaz,win,174,1613,999.13,1065.61,1022.91,1041.83
UFC 129: St-Pierre vs Shields,Benson Henderson,Mark Bocek,win,174,1614,1000.0,1043.46,1022.49,1020.97
UFC 129: St-Pierre vs Shields,Vladimir Matyushenko,Jason Brilz,win,174,1615,1060.73,1017.05,1078.23,999.55
UFC 129: St-Pierre vs Shields,Lyoto Machida,Randy Couture,win,174,1616,1103.87,1140.01,1125.94,1117.94
UFC 129: St-Pierre vs Shields,Jose Aldo,Mark Hominick,win,174,1617,1000.0,1059.6,1023.4,1036.2
UFC 129: St-Pierre vs Shields,Georges St-Pierre,Jake Shields,win,174,1618,1240.0,1025.38,1249.01,1016.37
UFC 130: Rampage vs Hamill,Renan Barao,Cole Escovedo,win,175,1619,1000.0,1000.0,1020.0,980.0
UFC 130: Rampage vs Hamill,Michael McDonald,Chris Cariaso,win,175,1620,1020.0,1018.85,1039.93,998.92
UFC 130: Rampage vs Hamill,Gleison Tibau,Rafaello Oliveira,win,175,1621,1060.64,981.15,1076.14,965.65
UFC 130: Rampage vs Hamill,Tim Boetsch,Kendall Grove,win,175,1622,1002.72,1026.65,1024.1,1005.27
UFC 130: Rampage vs Hamill,Demetrious Johnson,Miguel Torres,win,175,1623,1020.0,1020.0,1040.0,1000.0
UFC 130: Rampage vs Hamill,Brian Stann,Jorge Santiago,win,175,1624,1044.25,980.33,1060.61,963.97
UFC 130: Rampage vs Hamill,Rick Story,Thiago Alves,win,175,1625,1084.84,1121.97,1106.97,1099.84
UFC 130: Rampage vs Hamill,Travis Browne,Stefan Struve,win,175,1626,1012.28,1058.74,1034.94,1036.08
UFC 130: Rampage vs Hamill,Frank Mir,Roy Nelson,win,175,1627,1099.95,1024.33,1115.66,1008.62
UFC 130: Rampage vs Hamill,Quinton Jackson,Matt Hamill,win,175,1628,1092.39,1127.03,1114.38,1105.04
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Reuben Duran,Francisco Rivera,win,176,1629,980.0,1000.0,1001.15,978.85
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Scott Jorgensen,Ken Stone,win,176,1630,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Harvison,Justin Edwards,win,176,1631,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Shamar Bailey,Ryan McGillivray,win,176,1632,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,George Roop,Josh Grispi,win,176,1633,965.75,980.0,986.57,959.18
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Jeremy Stephens,Danny Downes,win,176,1634,1031.19,1000.0,1049.4,981.79
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Chris Cope,Chuck O'Neil,win,176,1635,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Kyle Kingsbury,Fabio Maldonado,win,176,1636,1039.88,1019.93,1058.73,1001.08
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ed Herman,Tim Credeur,win,176,1637,983.8,1039.6,1006.98,1016.42
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Guida,Anthony Pettis,win,176,1638,1076.27,1000.0,1091.95,984.32
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Tony Ferguson,Ramsey Nijem,win,176,1639,1000.0,1000.0,1020.0,980.0
UFC 131: Dos Santos vs Carwin,Darren Elkins,Michihiro Omigawa,win,177,1640,1000.05,944.43,1016.88,927.6
UFC 131: Dos Santos vs Carwin,Joey Beltran,Aaron Rosa,win,177,1641,996.66,1000.0,1016.85,979.81
UFC 131: Dos Santos vs Carwin,Dustin Poirier,Jason Young,win,177,1642,1020.0,1000.0,1038.85,981.15
UFC 131: Dos Santos vs Carwin,Nick Ring,James Head,win,177,1643,1020.0,1000.0,1038.85,981.15
UFC 131: Dos Santos vs Carwin,Krzysztof Soszynski,Mike Massenzio,win,177,1644,1046.72,979.89,1062.92,963.69
UFC 131: Dos Santos vs Carwin,Chris Weidman,Jesse Bongfeldt,win,177,1645,1022.63,1009.46,1041.87,990.22
UFC 131: Dos Santos vs Carwin,Sam Stout,Yves Edwards,win,177,1646,1012.99,1067.87,1036.12,1044.74
UFC 131: Dos Santos vs Carwin,Donald Cerrone,Vagner Rocha,win,177,1647,1022.1,1000.0,1040.83,981.27
UFC 131: Dos Santos vs Carwin,Dave Herman,Jon Olav Einemo,win,177,1648,1000.0,1000.0,1020.0,980.0
UFC 131: Dos Santos vs Carwin,Mark Munoz,Demian Maia,win,177,1649,1068.5,1110.41,1090.9,1088.01
UFC 131: Dos Santos vs Carwin,Kenny Florian,Diego Nunes,win,177,1650,1121.5,1018.85,1135.76,1004.59
UFC 131: Dos Santos vs Carwin,Junior Dos Santos,Shane Carwin,win,177,1651,1111.51,1062.67,1128.72,1045.46
UFC Live: Kongo vs Barry,Michael Johnson,Edward Faaloloto,win,178,1652,980.0,1000.0,1001.15,978.85
UFC Live: Kongo vs Barry,Ricardo Lamas,Matt Grice,win,178,1653,1000.0,961.31,1017.78,943.53
UFC Live: Kongo vs Barry,Nik Lentz,Charles Oliveira,nc,178,1654,1086.48,1026.34,1086.48,1026.34
UFC Live: Kongo vs Barry,Rich Attonito,Daniel Roberts,win,178,1655,1016.88,1021.68,1037.16,1001.4
UFC Live: Kongo vs Barry,Joe Lauzon,Curt Warburton,win,178,1656,1050.94,1003.27,1068.21,986.0
UFC Live: Kongo vs Barry,Javier Vazquez,Joe Stevenson,win,178,1657,1000.0,1016.67,1020.96,995.71
UFC Live: Kongo vs Barry,Tyson Griffin,Manvel Gamburyan,win,178,1658,1024.39,979.6,1041.83,962.16
UFC Live: Kongo vs Barry,Matt Mitrione,Christian Morecraft,win,178,1659,1074.27,1002.36,1090.19,986.44
UFC Live: Kongo vs Barry,Matt Brown,John Howard,win,178,1660,992.02,1032.03,1014.31,1009.74
UFC Live: Kongo vs Barry,Charlie Brenneman,Rick Story,win,178,1661,1021.04,1106.97,1045.89,1082.12
UFC Live: Kongo vs Barry,Cheick Kongo,Pat Barry,win,178,1662,1069.61,1019.66,1086.75,1002.52
UFC 132: Cruz vs Faber,Jeff Hougland,Donny Walker,win,179,1663,1000.0,1000.0,1020.0,980.0
UFC 132: Cruz vs Faber,Anthony Njokuani,Andre Winner,win,179,1664,981.15,983.31,1001.27,963.19
UFC 132: Cruz vs Faber,Aaron Simpson,Brad Tavares,win,179,1665,1035.76,1036.07,1055.78,1016.05
UFC 132: Cruz vs Faber,Brian Bowles,Takeya Mizugaki,win,179,1666,1020.0,1020.0,1040.0,1000.0
UFC 132: Cruz vs Faber,Rafael Dos Anjos,George Sotiropoulos,win,179,1667,1010.75,1106.03,1036.1,1080.68
UFC 132: Cruz vs Faber,Melvin Guillard,Shane Roller,win,179,1668,1091.32,1022.53,1107.41,1006.44
UFC 132: Cruz vs Faber,Carlos Condit,Dong Hyun Kim,win,179,1669,1048.66,1097.43,1071.45,1074.64
UFC 132: Cruz vs Faber,Tito Ortiz,Ryan Bader,win,179,1670,1076.75,1072.45,1096.5,1052.7
UFC 132: Cruz vs Faber,Dennis Siver,Matt Wiman,win,179,1671,1073.17,1072.83,1093.15,1052.85
UFC 132: Cruz vs Faber,Chris Leben,Wanderlei Silva,win,179,1672,1058.16,997.68,1074.71,981.13
UFC 132: Cruz vs Faber,Dominick Cruz,Urijah Faber,win,179,1673,1000.0,1020.0,1021.15,998.85
UFC 133: Evans vs Ortiz 2,Rafael Natal,Paul Bradley,win,180,1674,971.69,1000.0,993.32,978.37
UFC 133: Evans vs Ortiz 2,Mike Brown,Nam Phan,win,180,1675,943.31,979.09,965.36,957.04
UFC 133: Evans vs Ortiz 2,Johny Hendricks,Mike Pierce,win,180,1676,1073.79,1064.41,1093.25,1044.95
UFC 133: Evans vs Ortiz 2,Ivan Menjivar,Nick Pace,win,180,1677,1001.4,1020.0,1022.47,998.93
UFC 133: Evans vs Ortiz 2,Chad Mendes,Rani Yahya,win,180,1678,1017.84,1017.77,1037.84,997.77
UFC 133: Evans vs Ortiz 2,Alexander Gustafsson,Matt Hamill,win,180,1679,1041.14,1105.04,1064.78,1081.4
UFC 133: Evans vs Ortiz 2,Rory MacDonald,Mike Pyle,win,180,1680,1022.91,1047.34,1044.31,1025.94
UFC 133: Evans vs Ortiz 2,Constantinos Philippou,Jorge Rivera,win,180,1681,980.01,1035.43,1003.17,1012.27
UFC 133: Evans vs Ortiz 2,Brian Ebersole,Dennis Hallman,win,180,1682,1022.93,1000.54,1041.64,981.83
UFC 133: Evans vs Ortiz 2,Vitor Belfort,Yoshihiro Akiyama,win,180,1683,1070.67,989.61,1086.09,974.19
UFC 133: Evans vs Ortiz 2,Rashad Evans,Tito Ortiz,win,180,1684,1173.9,1096.5,1189.52,1080.88
UFC Live: Hardy vs Lytle,Edwin Figueroa,Jason Reinhardt,win,181,1685,980.0,963.57,999.05,944.52
UFC Live: Hardy vs Lytle,Jacob Volkmann,Danny Castillo,win,181,1686,1028.76,1022.23,1048.38,1002.61
UFC Live: Hardy vs Lytle,Cole Miller,TJ O'Brien,win,181,1687,1050.15,981.01,1066.22,964.94
UFC Live: Hardy vs Lytle,Jimy Hettes,Alex Caceres,win,181,1688,1000.0,980.0,1018.85,961.15
UFC Live: Hardy vs Lytle,Ronny Markes,Karlos Vemola,win,181,1689,1000.0,999.95,1020.0,979.95
UFC Live: Hardy vs Lytle,Ed Herman,Kyle Noke,win,181,1690,1006.98,1059.67,1029.99,1036.66
UFC Live: Hardy vs Lytle,Joseph Benavidez,Eddie Wineland,win,181,1691,1021.15,980.0,1038.79,962.36
UFC Live: Hardy vs Lytle,Jared Hamman,CB Dollaway,win,181,1692,980.01,1036.84,1003.25,1013.6
UFC Live: Hardy vs Lytle,Duane Ludwig,Amir Sadollah,win,181,1693,1020.74,1056.23,1042.78,1034.19
UFC Live: Hardy vs Lytle,Donald Cerrone,Charles Oliveira,win,181,1694,1040.83,1026.34,1060.0,1007.17
UFC Live: Hardy vs Lytle,Benson Henderson,Jim Miller,win,181,1695,1022.49,1143.46,1049.19,1116.76
UFC Live: Hardy vs Lytle,Chris Lytle,Dan Hardy,win,181,1696,1028.4,1032.29,1048.62,1012.07
UFC 134: Silva vs Okami,Yves Jabouin,Ian Loveland,win,182,1697,981.15,998.85,1002.17,977.83
UFC 134: Silva vs Okami,Iuri Alcantara,Felipe Arantes,win,182,1698,1000.0,1000.0,1020.0,980.0
UFC 134: Silva vs Okami,Erick Silva,Luis Ramos,win,182,1699,1000.0,1000.0,1020.0,980.0
UFC 134: Silva vs Okami,Raphael Assuncao,Johnny Eduardo,win,182,1700,980.0,1000.0,1001.15,978.85
UFC 134: Silva vs Okami,Paulo Thiago,David Mitchell,win,182,1701,1020.83,980.0,1038.49,962.34
UFC 134: Silva vs Okami,Rousimar Palhares,Dan Miller,win,182,1702,1059.78,1017.38,1077.35,999.81
UFC 134: Silva vs Okami,Thiago Tavares,Spencer Fisher,win,182,1703,1021.57,1035.9,1042.39,1015.08
UFC 134: Silva vs Okami,Stanislav Nedkov,Luiz Cane,win,182,1704,1000.0,1020.78,1021.19,999.59
UFC 134: Silva vs Okami,Antonio Rodrigo Nogueira,Brendan Schaub,win,182,1705,1035.68,1059.81,1057.07,1038.42
UFC 134: Silva vs Okami,Edson Barboza,Ross Pearson,win,182,1706,1038.85,1058.36,1059.97,1037.24
UFC 134: Silva vs Okami,Mauricio Rua,Forrest Griffin,win,182,1707,1030.76,1105.38,1054.99,1081.15
UFC 134: Silva vs Okami,Anderson Silva,Yushin Okami,win,182,1708,1224.34,1143.58,1239.77,1128.15
UFC Fight Night: Shields vs Ellenberger,Justin Edwards,Jorge Lopez,win,183,1709,980.0,1000.0,1001.15,978.85
UFC Fight Night: Shields vs Ellenberger,Robert Peralta,Mike Lullo,win,183,1710,1000.0,980.0,1018.85,961.15
UFC Fight Night: Shields vs Ellenberger,TJ Waldburger,Mike Stumpf,win,183,1711,1002.06,1000.0,1021.94,980.12
UFC Fight Night: Shields vs Ellenberger,Seth Baczynski,Clay Harvison,win,183,1712,980.0,1020.0,1002.29,997.71
UFC Fight Night: Shields vs Ellenberger,Ken Stone,Donny Walker,win,183,1713,980.0,980.0,1000.0,960.0
UFC Fight Night: Shields vs Ellenberger,Lance Benoist,Matthew Riddle,win,183,1714,1000.0,1047.65,1022.73,1024.92
UFC Fight Night: Shields vs Ellenberger,Evan Dunham,Shamar Bailey,win,183,1715,1039.62,1020.0,1058.49,1001.13
UFC Fight Night: Shields vs Ellenberger,Vagner Rocha,Cody McKenzie,win,183,1716,981.27,1001.7,1002.44,980.53
UFC Fight Night: Shields vs Ellenberger,Alan Belcher,Jason MacDonald,win,183,1717,1059.3,1001.12,1075.98,984.44
UFC Fight Night: Shields vs Ellenberger,Erik Koch,Jonathan Brookins,win,183,1718,1020.0,1020.0,1040.0,1000.0
UFC Fight Night: Shields vs Ellenberger,Court McGee,Dongi Yang,win,183,1719,1037.26,1001.97,1055.24,983.99
UFC Fight Night: Shields vs Ellenberger,Jake Ellenberger,Jake Shields,win,183,1720,1063.01,1016.37,1080.34,999.04
UFC 135: Jones vs Rampage,James Te Huna,Ricardo Romero,win,184,1721,999.07,997.96,1019.01,978.02
UFC 135: Jones vs Rampage,Takeya Mizugaki,Cole Escovedo,win,184,1722,1000.0,980.0,1018.85,961.15
UFC 135: Jones vs Rampage,Junior Assuncao,Eddie Yagin,win,184,1723,980.14,1000.0,1001.28,978.86
UFC 135: Jones vs Rampage,Tim Boetsch,Nick Ring,win,184,1724,1024.1,1038.85,1044.95,1018.0
UFC 135: Jones vs Rampage,Tony Ferguson,Aaron Riley,win,184,1725,1020.0,992.63,1038.43,974.2
UFC 135: Jones vs Rampage,Nate Diaz,Takanori Gomi,win,184,1726,1041.83,994.42,1059.12,977.13
UFC 135: Jones vs Rampage,Travis Browne,Rob Broughton,win,184,1727,1034.94,1020.0,1054.08,1000.86
UFC 135: Jones vs Rampage,Mark Hunt,Ben Rothwell,win,184,1728,1000.2,1004.46,1020.45,984.21
UFC 135: Jones vs Rampage,Josh Koscheck,Matt Hughes,win,184,1729,1120.56,1146.6,1142.06,1125.1
UFC 135: Jones vs Rampage,Jon Jones,Quinton Jackson,win,184,1730,1119.81,1114.38,1139.5,1094.69
UFC Live: Cruz vs Johnson,Walel Watson,Joseph Sandoval,win,185,1731,1000.0,1000.0,1020.0,980.0
UFC Live: Cruz vs Johnson,Josh Neer,Keith Wisniewski,win,185,1732,974.21,980.0,994.54,959.67
UFC Live: Cruz vs Johnson,TJ Grant,Shane Roller,win,185,1733,1000.82,1006.44,1021.14,986.12
UFC Live: Cruz vs Johnson,Mike Easton,Byron Bloodworth,win,185,1734,1000.0,1000.0,1020.0,980.0
UFC Live: Cruz vs Johnson,Paul Sass,Michael Johnson,win,185,1735,1018.78,1001.15,1037.77,982.16
UFC Live: Cruz vs Johnson,Yves Edwards,Rafaello Oliveira,win,185,1736,1044.74,965.65,1060.26,950.13
UFC Live: Cruz vs Johnson,Matt Wiman,Mac Danzig,win,185,1737,1052.85,1003.37,1070.02,986.2
UFC Live: Cruz vs Johnson,Anthony Johnson,Charlie Brenneman,win,185,1738,1060.07,1045.89,1079.25,1026.71
UFC Live: Cruz vs Johnson,Stefan Struve,Pat Barry,win,185,1739,1036.08,1002.52,1054.15,984.45
UFC Live: Cruz vs Johnson,Dominick Cruz,Demetrious Johnson,win,185,1740,1021.15,1040.0,1042.23,1018.92
UFC 136: Edgar vs Maynard 3,Mike Massenzio,Steve Cantwell,win,186,1741,963.69,960.24,983.49,940.44
UFC 136: Edgar vs Maynard 3,Aaron Simpson,Eric Schafer,win,186,1742,1055.78,983.38,1071.67,967.49
UFC 136: Edgar vs Maynard 3,Darren Elkins,Zhang Tiequan,win,186,1743,1016.88,1019.0,1037.0,998.88
UFC 136: Edgar vs Maynard 3,Stipe Miocic,Joey Beltran,win,186,1744,1000.0,1016.85,1020.97,995.88
UFC 136: Edgar vs Maynard 3,Anthony Pettis,Jeremy Stephens,win,186,1745,984.32,1049.4,1008.02,1025.7
UFC 136: Edgar vs Maynard 3,Demian Maia,Jorge Santiago,win,186,1746,1088.01,963.97,1101.16,950.82
UFC 136: Edgar vs Maynard 3,Joe Lauzon,Melvin Guillard,win,186,1747,1068.21,1107.41,1090.46,1085.16
UFC 136: Edgar vs Maynard 3,Nam Phan,Leonard Garcia,win,186,1748,957.04,984.83,978.64,963.23
UFC 136: Edgar vs Maynard 3,Chael Sonnen,Brian Stann,win,186,1749,1035.67,1060.61,1057.1,1039.18
UFC 136: Edgar vs Maynard 3,Jose Aldo,Kenny Florian,win,186,1750,1023.4,1135.76,1049.65,1109.51
UFC 136: Edgar vs Maynard 3,Frankie Edgar,Gray Maynard,win,186,1751,1151.29,1143.58,1170.85,1124.02
UFC 137: Penn vs Diaz,Clifford Starks,Dustin Jacoby,win,187,1752,1000.0,1000.0,1020.0,980.0
UFC 137: Penn vs Diaz,Francis Carmont,Chris Camozzi,win,187,1753,1000.0,1018.9,1021.09,997.81
UFC 137: Penn vs Diaz,Ramsey Nijem,Danny Downes,win,187,1754,980.0,981.79,1000.1,961.69
UFC 137: Penn vs Diaz,Brandon Vera,Eliot Marshall,win,187,1755,1030.17,1014.69,1049.28,995.58
UFC 137: Penn vs Diaz,Bart Palaszewski,Tyson Griffin,win,187,1756,1000.0,1041.83,1022.4,1019.43
UFC 137: Penn vs Diaz,Donald Cerrone,Dennis Siver,win,187,1757,1060.0,1093.15,1081.9,1071.25
UFC 137: Penn vs Diaz,Hatsu Hioki,George Roop,win,187,1758,1000.0,986.57,1019.23,967.34
UFC 137: Penn vs Diaz,Scott Jorgensen,Jeff Curran,win,187,1759,1020.0,979.06,1037.65,961.41
UFC 137: Penn vs Diaz,Roy Nelson,Mirko Filipovic,win,187,1760,1008.62,991.24,1027.62,972.24
UFC 137: Penn vs Diaz,Cheick Kongo,Matt Mitrione,win,187,1761,1086.75,1090.19,1106.95,1069.99
UFC 137: Penn vs Diaz,Nick Diaz,BJ Penn,win,187,1762,1032.67,1144.29,1058.88,1118.08
UFC 138: Leben vs Munoz,Chris Cariaso,Vaughan Lee,win,188,1763,998.92,1000.0,1018.98,979.94
UFC 138: Leben vs Munoz,Che Mills,Chris Cope,win,188,1764,1000.0,1020.0,1021.15,998.85
UFC 138: Leben vs Munoz,Michihiro Omigawa,Jason Young,win,188,1765,927.6,981.15,950.66,958.09
UFC 138: Leben vs Munoz,Philip De Fries,Rob Broughton,win,188,1766,1000.0,1000.86,1020.05,980.81
UFC 138: Leben vs Munoz,John Maguire,Justin Edwards,win,188,1767,1000.0,1001.15,1020.07,981.08
UFC 138: Leben vs Munoz,Terry Etim,Edward Faaloloto,win,188,1768,1036.5,978.85,1053.21,962.14
UFC 138: Leben vs Munoz,Anthony Perosh,Cyrille Diabate,win,188,1769,966.2,1018.72,989.2,995.72
UFC 138: Leben vs Munoz,Thiago Alves,Papy Abedi,win,188,1770,1099.84,1000.0,1114.25,985.59
UFC 138: Leben vs Munoz,Renan Barao,Brad Pickett,win,188,1771,1020.0,1000.0,1038.85,981.15
UFC 138: Leben vs Munoz,Mark Munoz,Chris Leben,win,188,1772,1090.9,1074.71,1109.97,1055.64
UFC on FOX: Velasquez vs Dos Santos,Aaron Rosa,Matt Lucas,win,189,1773,979.81,1000.0,1000.97,978.84
UFC on FOX: Velasquez vs Dos Santos,Mike Pierce,Paul Bradley,win,189,1774,1044.95,978.37,1061.16,962.16
UFC on FOX: Velasquez vs Dos Santos,Alex Caceres,Cole Escovedo,win,189,1775,961.15,961.15,981.15,941.15
UFC on FOX: Velasquez vs Dos Santos,Mackens Semerzier,Robert Peralta,nc,189,1776,1020.0,1018.85,1020.0,1018.85
UFC on FOX: Velasquez vs Dos Santos,Darren Uyenoyama,Norifumi Yamamoto,win,189,1777,1000.0,980.0,1018.85,961.15
UFC on FOX: Velasquez vs Dos Santos,DaMarques Johnson,Clay Harvison,win,189,1778,1003.45,997.71,1023.12,978.04
UFC on FOX: Velasquez vs Dos Santos,Ricardo Lamas,Cub Swanson,win,189,1779,1017.78,1000.0,1036.76,981.02
UFC on FOX: Velasquez vs Dos Santos,Dustin Poirier,Pablo Garza,win,189,1780,1038.85,1038.85,1058.85,1018.85
UFC on FOX: Velasquez vs Dos Santos,Benson Henderson,Clay Guida,win,189,1781,1049.19,1091.95,1071.64,1069.5
UFC on FOX: Velasquez vs Dos Santos,Junior Dos Santos,Cain Velasquez,win,189,1782,1128.72,1131.16,1148.86,1111.02
UFC 139: Shogun vs Henderson,Danny Castillo,Shamar Bailey,win,190,1783,1002.61,1001.13,1022.52,981.22
UFC 139: Shogun vs Henderson,Seth Baczynski,Matt Brown,win,190,1784,1002.29,1014.31,1022.98,993.62
UFC 139: Shogun vs Henderson,Miguel Torres,Nick Pace,win,190,1785,1000.0,998.93,1019.94,978.99
UFC 139: Shogun vs Henderson,Gleison Tibau,Rafael Dos Anjos,win,190,1786,1076.14,1036.1,1093.85,1018.39
UFC 139: Shogun vs Henderson,Chris Weidman,Tom Lawlor,win,190,1787,1041.87,1014.92,1060.32,996.47
UFC 139: Shogun vs Henderson,Michael McDonald,Alex Soto,win,190,1788,1039.93,1000.0,1057.64,982.29
UFC 139: Shogun vs Henderson,Ryan Bader,Jason Brilz,win,190,1789,1052.7,999.55,1069.66,982.59
UFC 139: Shogun vs Henderson,Stephan Bonnar,Kyle Kingsbury,win,190,1790,1026.5,1058.73,1048.35,1036.88
UFC 139: Shogun vs Henderson,Martin Kampmann,Rick Story,win,190,1791,1052.68,1082.12,1074.37,1060.43
UFC 139: Shogun vs Henderson,Urijah Faber,Brian Bowles,win,190,1792,998.85,1040.0,1021.21,1017.64
UFC 139: Shogun vs Henderson,Wanderlei Silva,Cung Le,win,190,1793,981.13,1000.0,1002.22,978.91
UFC 139: Shogun vs Henderson,Dan Henderson,Mauricio Rua,win,190,1794,1076.49,1054.99,1095.25,1036.23
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Bryan Caraway,Dustin Neace,win,191,1795,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Steven Siler,Josh Clopton,win,191,1796,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Roland Delorme,Josh Ferguson,win,191,1797,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,John Albert,Dustin Pague,win,191,1798,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Marcus Brimage,Stephen Bass,win,191,1799,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Johnny Bedford,Louis Gaudinot,win,191,1800,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Tony Ferguson,Yves Edwards,win,191,1801,1038.43,1060.26,1059.68,1039.01
The Ultimate Fighter: Team Bisping vs Team Miller Finale,John Dodson,TJ Dillashaw,win,191,1802,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Diego Brandao,Dennis Bermudez,win,191,1803,1000.0,1000.0,1020.0,980.0
